Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
214,10/4/2021,13:21:17,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
215,10/4/2021,13:21:18,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
216,10/4/2021,13:21:19,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
217,10/4/2021,13:21:20,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
218,10/4/2021,13:21:21,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
219,10/4/2021,13:21:22,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
220,10/4/2021,13:21:23,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
221,10/4/2021,13:21:24,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
222,10/4/2021,13:21:25,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
223,10/4/2021,13:21:26,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
224,10/4/2021,13:21:27,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
225,10/4/2021,13:21:28,28.2,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
226,10/4/2021,13:21:29,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
227,10/4/2021,13:21:30,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
228,10/4/2021,13:21:31,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
229,10/4/2021,13:21:32,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
230,10/4/2021,13:21:33,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
231,10/4/2021,13:21:34,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
232,10/4/2021,13:21:35,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
233,10/4/2021,13:21:36,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
234,10/4/2021,13:21:37,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
235,10/4/2021,13:21:38,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
236,10/4/2021,13:21:39,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
237,10/4/2021,13:21:40,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
238,10/4/2021,13:21:41,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
239,10/4/2021,13:21:42,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
240,10/4/2021,13:21:43,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
241,10/4/2021,13:21:44,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
242,10/4/2021,13:21:45,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
243,10/4/2021,13:21:46,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
244,10/4/2021,13:21:47,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
245,10/4/2021,13:21:48,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
246,10/4/2021,13:21:49,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
247,10/4/2021,13:21:50,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
248,10/4/2021,13:21:51,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
249,10/4/2021,13:21:52,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
250,10/4/2021,13:21:53,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
251,10/4/2021,13:21:54,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
252,10/4/2021,13:21:55,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
253,10/4/2021,13:21:56,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
254,10/4/2021,13:21:57,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
255,10/4/2021,13:21:58,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
256,10/4/2021,13:21:59,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
257,10/4/2021,13:22:00,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
258,10/4/2021,13:22:01,28.2,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
259,10/4/2021,13:22:02,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
260,10/4/2021,13:22:03,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
261,10/4/2021,13:22:04,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
262,10/4/2021,13:22:05,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
263,10/4/2021,13:22:06,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
264,10/4/2021,13:22:07,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
265,10/4/2021,13:22:08,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
266,10/4/2021,13:22:09,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
267,10/4/2021,13:22:10,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
268,10/4/2021,13:22:11,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
269,10/4/2021,13:22:12,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
270,10/4/2021,13:22:13,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
271,10/4/2021,13:22:14,28.3,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
272,10/4/2021,13:22:15,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
273,10/4/2021,13:22:16,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
274,10/4/2021,13:22:17,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
275,10/4/2021,13:22:18,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
276,10/4/2021,13:22:19,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
277,10/4/2021,13:22:20,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
278,10/4/2021,13:22:21,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
279,10/4/2021,13:22:22,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
280,10/4/2021,13:22:23,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
281,10/4/2021,13:22:24,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
282,10/4/2021,13:22:25,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
283,10/4/2021,13:22:26,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
284,10/4/2021,13:22:27,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
285,10/4/2021,13:22:28,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
286,10/4/2021,13:22:29,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
287,10/4/2021,13:22:30,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
288,10/4/2021,13:22:31,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
289,10/4/2021,13:22:32,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
290,10/4/2021,13:22:33,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
291,10/4/2021,13:22:34,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
292,10/4/2021,13:22:35,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
293,10/4/2021,13:22:36,28.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
294,10/4/2021,13:22:37,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
295,10/4/2021,13:22:38,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
296,10/4/2021,13:22:39,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
297,10/4/2021,13:22:40,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
298,10/4/2021,13:22:41,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
299,10/4/2021,13:22:42,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
300,10/4/2021,13:22:43,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
301,10/4/2021,13:22:44,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
302,10/4/2021,13:22:45,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
303,10/4/2021,13:22:46,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
304,10/4/2021,13:22:47,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
305,10/4/2021,13:22:48,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
306,10/4/2021,13:22:49,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
307,10/4/2021,13:22:50,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
308,10/4/2021,13:22:51,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
309,10/4/2021,13:22:52,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
310,10/4/2021,13:22:53,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
311,10/4/2021,13:22:54,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
312,10/4/2021,13:22:55,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
313,10/4/2021,13:22:56,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
314,10/4/2021,13:22:57,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
315,10/4/2021,13:22:58,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
316,10/4/2021,13:22:59,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
317,10/4/2021,13:23:00,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
318,10/4/2021,13:23:01,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
319,10/4/2021,13:23:02,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
320,10/4/2021,13:23:03,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
321,10/4/2021,13:23:04,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
322,10/4/2021,13:23:05,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
323,10/4/2021,13:23:06,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
324,10/4/2021,13:23:07,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
325,10/4/2021,13:23:08,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
326,10/4/2021,13:23:09,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
327,10/4/2021,13:23:10,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
328,10/4/2021,13:23:11,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
329,10/4/2021,13:23:12,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
330,10/4/2021,13:23:13,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
331,10/4/2021,13:23:14,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
332,10/4/2021,13:23:15,28.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
333,10/4/2021,13:23:16,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
334,10/4/2021,13:23:17,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
335,10/4/2021,13:23:18,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
336,10/4/2021,13:23:19,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
337,10/4/2021,13:23:20,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
338,10/4/2021,13:23:21,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
339,10/4/2021,13:23:22,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
340,10/4/2021,13:23:23,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
341,10/4/2021,13:23:24,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
342,10/4/2021,13:23:25,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
343,10/4/2021,13:23:26,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
344,10/4/2021,13:23:27,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
345,10/4/2021,13:23:28,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
346,10/4/2021,13:23:29,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
347,10/4/2021,13:23:30,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
348,10/4/2021,13:23:31,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
349,10/4/2021,13:23:32,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
350,10/4/2021,13:23:33,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
351,10/4/2021,13:23:34,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
352,10/4/2021,13:23:35,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
353,10/4/2021,13:23:36,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
354,10/4/2021,13:23:37,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
355,10/4/2021,13:23:38,28.4,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
356,10/4/2021,13:23:39,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
357,10/4/2021,13:23:40,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
358,10/4/2021,13:23:41,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
359,10/4/2021,13:23:42,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
360,10/4/2021,13:23:43,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
361,10/4/2021,13:23:44,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
362,10/4/2021,13:23:45,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
363,10/4/2021,13:23:46,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
364,10/4/2021,13:23:47,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
365,10/4/2021,13:23:48,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
366,10/4/2021,13:23:49,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
367,10/4/2021,13:23:50,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
368,10/4/2021,13:23:51,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
369,10/4/2021,13:23:52,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
370,10/4/2021,13:23:53,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
371,10/4/2021,13:23:54,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
372,10/4/2021,13:23:55,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
373,10/4/2021,13:23:56,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
374,10/4/2021,13:23:57,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
375,10/4/2021,13:23:58,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
376,10/4/2021,13:23:59,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
377,10/4/2021,13:24:00,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
378,10/4/2021,13:24:01,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
379,10/4/2021,13:24:02,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
380,10/4/2021,13:24:03,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
381,10/4/2021,13:24:04,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
382,10/4/2021,13:24:05,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
383,10/4/2021,13:24:06,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
384,10/4/2021,13:24:07,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
385,10/4/2021,13:24:08,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
386,10/4/2021,13:24:09,28.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
387,10/4/2021,13:24:10,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
388,10/4/2021,13:24:11,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
389,10/4/2021,13:24:12,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
390,10/4/2021,13:24:13,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
391,10/4/2021,13:24:14,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
392,10/4/2021,13:24:15,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
393,10/4/2021,13:24:16,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
394,10/4/2021,13:24:17,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
395,10/4/2021,13:24:18,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
396,10/4/2021,13:24:19,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
397,10/4/2021,13:24:20,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
398,10/4/2021,13:24:21,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
399,10/4/2021,13:24:22,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
400,10/4/2021,13:24:23,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
401,10/4/2021,13:24:24,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
402,10/4/2021,13:24:25,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
403,10/4/2021,13:24:26,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
404,10/4/2021,13:24:27,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
405,10/4/2021,13:24:28,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
406,10/4/2021,13:24:29,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
407,10/4/2021,13:24:30,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
408,10/4/2021,13:24:31,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
409,10/4/2021,13:24:32,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
410,10/4/2021,13:24:33,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
411,10/4/2021,13:24:34,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
412,10/4/2021,13:24:35,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
413,10/4/2021,13:24:36,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
414,10/4/2021,13:24:37,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
415,10/4/2021,13:24:38,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
416,10/4/2021,13:24:39,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
417,10/4/2021,13:24:40,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
418,10/4/2021,13:24:41,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
419,10/4/2021,13:24:42,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
420,10/4/2021,13:24:43,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
421,10/4/2021,13:24:44,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
422,10/4/2021,13:24:45,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
423,10/4/2021,13:24:46,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
424,10/4/2021,13:24:47,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
425,10/4/2021,13:24:48,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
426,10/4/2021,13:24:49,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
427,10/4/2021,13:24:50,28.5,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
